BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,CONTACT PERSON,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,PAI INTERNATIONAL,GAJUWAKA MBS,"D.NO. 10- 8- 57, MAIN ROAD,

NEAR NEW GAJUWAKA BUS STOP,

VISAKHAPATNAM -  530026(A.P).",,VISAKHAPATNAM,,,530026(A.P).,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Rajahmundry,"Do No: 7- 30- 13, Main Road,

OPP Akruthi Show Room, Rajamundary,

East Godavari, AP 533101",,East Godavari, AP,,533101,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Kalyanadurgam,"Shop No.9C/24, Ground Floor,

Ballary Road, Main Road, Kalyandurgam

Anantapur District, Andhra Pradesh- 515761",,Anantapur District, Andhra Pradesh,,515761,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Tirupati Air Bipass Road,"Shop No.19- 8- 84/G4, Sree Padmavathi Complex

Near Annamayya Circle, Air Bypass Road,

Yadava Colony, Tirupathi,

Chittoor District, Andhra Pradesh- 517501",,Chittoor District, Andhra Pradesh,,517501,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Hindpur,"Door no:- 2- 3- 27,Penukonda road

Near Ambedkar circle Revenue ward no- 2,

Hindupur- 515201",,Hindupur,,,515201,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  NAD VIZAG,"Door No.58- 1- 309, Main Road,

Butchirajupalem, Opposite Andhra bank,

Ward No.67, NAD , Visakaptnam,

Andhra Pradesh- 530027",,Andhra Pradesh,,,530027,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  ANAKAPALLE,"Door No.7- 8- 34, Main Road,

Revenue Ward No.6, Anakapalle,

Visakapatnam District, AP- 531001",,Visakapatnam District, AP,,531001,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Bhimavaram,"Shop No.16- 2- 7, Opposite Raymond Show Room,

Revenue Ward No- 7, Bhimavaram,

West Godavari District, Andhra Pradesh- 534201",,West Godavari District, Andhra Pradesh,,534201,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Nandyala,"Door No: 25/557- 2,Srinivasa Nagar Main Road,

Beside State Bank Of India,

Near Rama Krishna Degree College Nandyala,

Kurnool Dt, Andhra Pradesh 518501.",,Kurnool Dt, Andhra Pradesh,,518501.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Madanapalle1,"Do No: 13- 276, Ground floor,

Avenue Road, Madanpalli Road,

Chittor Dt, Andhrapradesh 517325.",,Chittor Dt, Andhrapradesh,,517325.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Madanapalle2,"No.14- 2- 3- 2, CTM Road,

Madanapalle,

Chittoor District, Andra Pradesh -  517325.",,Chittoor District, Andra Pradesh,,517325.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
