BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7561 SHOP NO 1SAIKRUPA APARTMENT
BHANDARKAR ROAD",,PUNE,,Maharashtra,411040,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7589 SHOP NO 12SHANTI 
NIKETANMAGARPATTA ROAD",,PUNE,,Maharashtra,411028,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7593 SHOP NO 8 & 9KUNDAN VIHAR PLOT NO12 CTS NO 3224
BIBEWADI",,PUNE,,Maharashtra,411037,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7598 SHOP NO3 EIFFELSQUARE 
TILAK ROAD",,PUNE,,Maharashtra,411030,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7599 SHOP NO 1DARSHAN NAGARI SOCSOCIETY 
LINK ROAD CHINCHWAD",,PUNE,,Maharashtra,411033,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7601 SHOP NO 3PARMAR PAWAN 
KONDHWAROAD KONDHWA",,PUNE,,Maharashtra,411048,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8682 RDRL CHHATTISGARH CITY CENTER 
OPPPF OFFICE PANDRI MARKET"," 8682 RDRL CHHATTISGARH CITY CENTER 
OPPPF OFFICE PANDRI MARKET",RAIPUR,,,492001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8681 ANCHOR STOREUNIT NO 2 
MAGNETOMALL LABHANDI GE ROAD NH 6",,RAIPUR,,,492001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8962 RDRL STATION RDRAJAHMUNDRY MULTIFUNCTIONAL COMPLEX RAJAHMUNDRY EAST
 RAJAHMUNDRY STATION ALCOT GARDENS OPP SAI BABA TEMPLE BESIDES RAILWAY PARCEL OFFICE"," 8962 RDRL STATION RDRAJAHMUNDRY MULTIFUNCTIONAL COMPLEX RAJAHMUNDRY EAST
 RAJAHMUNDRY STATION ALCOT GARDENS OPP SAI BABA TEMPLE BESIDES RAILWAY PARCEL OFFICE",Rajahmundry,,Andhra Pradesh,533102,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SFC MEGA MALL B LGFAND 
UGF CITY POSTMG RD",,SANGLI,,Maharashtra,416416,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8474 DX MINIWEST MAREDPALLYSECUNDRABAD  MUNICIPAL NO 3 6 202AND 205 
BOOSAREDDYGUDA  WEST MAREDPALLY",,SECUNDERABAD,,,500026,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8975 MARBANIANGPROPERTY ADJACENTTO MUDA 
MULTI LEVEL PARKING LOT POLICE POINT POLICE BAZAAR",,SHILLONG,,,793001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"ANCHOR SHOP B OPPNEW APMC 
MARKETKALYAN SHEEL RD KALYAN W"," ANCHOR SHOP B OPPNEW APMC 
MARKETKALYAN SHEEL RD KALYAN W",THANE,,Maharashtra,421306,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MAHARAJA HALL KALYANAMBERNATH 
RDELECTRONICS MARKET ULHASNAGAR",,THANE,,Maharashtra,421003,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"GHODBUNDER ROAD 
NRCINE WONDER MALL",,THANE,,Maharashtra,400604,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"KORUM MALL 4545 GRDFLR MANGAL 
PANDEMARG",,THANE,,Maharashtra,400604,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"4TH FLR MAXUS MALLSHREE 
VALLABHACHARAYAJI MARG BHAYANDER WEST",,THANE,,Maharashtra,401101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"ISTORE BY RELIANCEDIGITAL MU SM GMU1374543 
SHOP NO G 2 GRD FLR KORUM MALL NEAR CADBURY COMPOUND OFF EASTERN EXPRESS HIGHWAY THANE W"," ISTORE BY RELIANCEDIGITAL MU SM GMU1374543 
SHOP NO G 2 GRD FLR KORUM MALL NEAR CADBURY COMPOUND OFF EASTERN EXPRESS HIGHWAY THANE W",THANE,,Maharashtra,400601,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"TODAYS PHOTOS  SHOPNO 10  GROUND FLOORRANE 
BHAVAN KOPARI STATION ROAD THANE EAST",,THANE,,Maharashtra,400603,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8690 ABHI TOWERS NRTIRUMALA 
RESIDENCYRENIGUNTA ROAD",,TIRUPATI,,Andhra Pradesh,517501,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8980 41 VELANESPLANADE 
KANGAYAMRD",,TIRUPUR,,,641604,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"GRAND MALL MG RDWEST 
FORT POOTHOLE",,TRICHUR,,,680004,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7763 XXV 297NEAR
K K BAKERYSOUTHJUNCTIONCHALAKUDY"," 7763 XXV 297NEAR
K K BAKERYSOUTHJUNCTIONCHALAKUDY",TRICHUR,,,680307,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7764 E P BUILDINGNO VI 302MAIN ROAD
TANA TO BUS STAND ROADIRINJALAKUDA",,TRICHUR,,,680121,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7707 NARAYANANILAYAM BLDG NOTC 40 1523 2 MANACAUD JUNCTIONMANACAUD 
 P O TRIVANDRUM",,TRIVANDRUM,,,695009,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7708 MUDUMBIL TOWERSBLDG NO TC 11 1971 2
PLAMOOD JUNCTIONPATTOM P O",,TRIVANDRUM,,,695004,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8729PID NO 17 2 2 13SITUATED 
AT K R EXTNB H ROAD",,TUMKUR,,Karnataka,572101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8701FF & SF UNIT NO1 13 & 2 13CELEBRATION MALL 
NH 8 OPP DEVENDRA DHAM BHUWANA"," 8701FF & SF UNIT NO1 13 & 2 13CELEBRATION MALL 
NH 8 OPP DEVENDRA DHAM BHUWANA",UDAIPUR,,Tripura,313004,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"TREASURE BAZAARLG 02 01C DHANVANTRICHIKITSA KENDRA YOGYNA NANAKHEDA
KENDRA YOGYNA NANAKHEDA",,UJJAIN,,Madhya Pradesh,456010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8645 HOP NO 12 GRDFLOOR 
CENTRE SQUAREMALL SARABHAI CIRCLE",,VADODARA,,Gujarat,390001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8743 UNIT NO  DEPARTDEPARTMENT STOREANCHOR 2 ON FIRST FLOOR INORBIT MALL VADODARA ALEMBIC SURVEY
 NO  100 GURWA ROAD OPP ALEMBIC SCHOOL NEXT TO GUNJAN TOWER PETROL PUMP"," 8743 UNIT NO  DEPARTDEPARTMENT STOREANCHOR 2 ON FIRST FLOOR INORBIT MALL VADODARA ALEMBIC SURVEY
 NO  100 GURWA ROAD OPP ALEMBIC SCHOOL NEXT TO GUNJAN TOWER PETROL PUMP",VADODARA,,Gujarat,390016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"DOOR NO 40 1 146 ALEPL CENTRO MALL 
OPP MURALI FORTUNE HOTEL M G ROAD LABBIPET"," DOOR NO 40 1 146 ALEPL CENTRO MALL 
OPP MURALI FORTUNE HOTEL M G ROAD LABBIPET",VIJAYAWADA,,Andhra Pradesh,520010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"DOOR NO 73 1 10 1 &13 OPP DURGAMAHALM 
G ROAD PATAMATA"," DOOR NO 73 1 10 1 &13 OPP DURGAMAHALM 
G ROAD PATAMATA",VIJAYAWADA,,Andhra Pradesh,520010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RELIANCE DIGITAL RETAIL LTD CMP CENTRALVIZAG 4404 1ST FLR CMR CENTRAL 
D NO 52 1 35 36 38 NEW RESAPUVANI PALEM MADDILAPALEM",,VISHAKAPATNAM,,,530013,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8674 GF SHOP NOS 1118 47 52 FF SHOP 
NOS11 18 JAKOTIA COMPLEX POCHAMMAIDAN  MG ROAD",,WARANGAL,,Telangana,506002,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
